test_path,fit_path,hamming_dist
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0192.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0081.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0192.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(117).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0192.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(7).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m (167).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0057.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0293.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(301).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(195).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(85).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0098.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0367.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0685.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (226).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0605.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0604.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0605.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (154).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0040.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0104.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Te-gl_0128.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0426.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0507.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (556).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0507.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0508.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0130.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0132.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(404).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0116.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(157).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(155).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(142).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0715.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (30).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (628).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0570.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0341.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0041.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0213.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(349).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(376).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0077.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0146.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1181.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(343).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(42).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0047.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(75).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(48).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (73).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (72).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (73).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0762.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (73).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0761.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0100.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(197).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0100.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(87).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0100.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0277.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1119.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0303.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1119.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(188).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1119.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0550.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1119.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0766.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1119.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0166.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/700.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/699.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_1254.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Te-gl_0208.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0258.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(270).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0258.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(103).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0258.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-noTr_0005.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1157.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1049.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0574.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0306.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0960.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0788.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0852.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0276.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0275.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0277.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/743.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/742.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/930.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/929.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/930.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/932.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/445.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/444.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_1046.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_1047.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0627.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0628.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0627.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (695).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0627.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (696).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0633.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1512.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0373.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0333.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0897.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0401.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0896.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0259.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0453.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0142.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1279.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0045.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m (152).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m (149).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0127.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m (151).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0424.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m2 (15).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/gg (28).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/gg (361).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1500.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1501.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1500.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1499.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0149.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0164.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(217).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1497.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1238.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0988.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1000.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0276.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1046.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0564.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(166).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0785.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0733.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1044.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(167).jpg,0
